student_name,country,university_ranking_band,university_name,specialization,industry,company_name
Dennis B. King,Canada,100-300,,AI/ML,Tech,Amazon
Daniel T. Ramos,India,100-300,,Cybersecurity,Finance,General Corp
Emma E. Cook,Germany,Top 100,,AI/ML,Consulting,PwC
Carol G. Johnson,Germany,300+,,Core CS,Consulting,McKinsey & Company
Mary E. Ramirez,India,100-300,,Data Science,Healthcare,Roche
Linda D. Peterson,India,300+,,Cloud,Other,Retail Corp
Ananya U. Martin,UK,300+,,Core CS,Consulting,McKinsey & Company
Lisa Q. Miller,India,100-300,,Data Science,Tech,Adobe
Sharon W. Flores,India,100-300,,Data Science,Other,Local Startup
Donna R. Miller,Germany,100-300,,AI/ML,Finance,General Corp
Brian M. Ruiz,Germany,Top 100,,Core CS,Consulting,Bain & Company
Christopher D. Hughes,USA,100-300,,AI/ML,Healthcare,Novartis
Timothy H. Martinez,USA,300+,,AI/ML,Tech,Oracle
Kathleen D. Reed,USA,Top 100,,Cloud,Manufacturing,Siemens
Arjun S. Smith,India,100-300,,Core CS,Tech,Tesla
Rebecca Q. Davis,UK,100-300,,Core CS,Consulting,EY
Samuel M. Thomas,Germany,100-300,,Data Science,Consulting,Capgemini
Greta T. Martinez,Canada,300+,,Cloud,Finance,General Corp
Sofia K. Smith,UK,300+,,Cybersecurity,Consulting,EY
Jack E. Carter,Canada,100-300,,Cybersecurity,Tech,IBM
Gary E. Gonzalez,India,300+,,Core CS,Manufacturing,BMW
Jeffrey T. Reed,Canada,Top 100,,Core CS,Tech,Oracle
Angela E. Wood,USA,100-300,,Cloud,Consulting,EY
Karen V. Lee,Germany,Top 100,,Data Science,Consulting,Accenture
Alice S. Morales,UK,100-300,,Cybersecurity,Manufacturing,BMW
Jason S. Sanchez,USA,300+,,AI/ML,Manufacturing,BMW
Ananya S. Green,Germany,Top 100,,AI/ML,Finance,General Corp
Mary F. Johnson,USA,100-300,,AI/ML,Manufacturing,Lockheed Martin
William F. Price,UK,100-300,,Cloud,Healthcare,Pfizer
Ashley P. Murphy,India,300+,,Cloud,Consulting,BCG
Nicholas W. Price,Canada,100-300,,Core CS,Finance,General Corp
Robert G. Ward,India,300+,,Data Science,Other,Standard Bank
Anthony S. Johnson,Canada,100-300,,AI/ML,Tech,Adobe
Mark X. Roberts,Canada,100-300,,AI/ML,Finance,General Corp
Mateo T. Ramirez,UK,300+,,Data Science,Consulting,McKinsey & Company
Patricia Q. Cook,UK,100-300,,Core CS,Consulting,BCG
Laura E. Morris,India,300+,,Core CS,Manufacturing,Siemens
Mary B. Smith,Germany,100-300,,Core CS,Manufacturing,General Electric
Barbara R. Miller,Germany,100-300,,Data Science,Healthcare,UnitedHealth Group
Lisa G. Anderson,India,Top 100,,Cloud,Healthcare,Medtronic
Joseph Y. Anderson,Canada,300+,,Data Science,Consulting,McKinsey & Company
Dorothy W. Edwards,UK,300+,,AI/ML,Consulting,KPMG
Wei U. Martin,India,300+,,Core CS,Healthcare,Roche
Brandon C. Smith,Germany,300+,,Core CS,Healthcare,Novartis
Tyler V. Martinez,Canada,100-300,,AI/ML,Manufacturing,Boeing
Sandra H. Clark,Germany,100-300,,Cybersecurity,Other,Local Startup
Jacob H. Hall,Canada,100-300,,Data Science,Finance,General Corp
Nicholas P. Ward,Germany,Top 100,,AI/ML,Manufacturing,Honda
Hans M. Nelson,USA,Top 100,,Cybersecurity,Healthcare,Mayo Clinic
Hiroshi H. Collins,Canada,100-300,,Cybersecurity,Tech,NVIDIA
Justin B. Garcia,Canada,300+,,Core CS,Healthcare,Mayo Clinic
Shirley J. Lewis,Canada,100-300,,Data Science,Tech,Google
Susan S. Brooks,USA,300+,,Cybersecurity,Manufacturing,BMW
Matthew E. Johnson,USA,300+,,Cloud,Manufacturing,General Electric
Linda F. Reyes,Germany,100-300,,Core CS,Manufacturing,Siemens
Lisa G. Gomez,UK,100-300,,Data Science,Other,Standard Bank
Thomas V. Morgan,Germany,100-300,,AI/ML,Consulting,McKinsey & Company
Brandon G. Brooks,Canada,300+,,Core CS,Consulting,EY
Christopher L. Wilson,Canada,Top 100,,Core CS,Manufacturing,Ford
Sarah G. Ross,Germany,300+,,Data Science,Other,Global Logistics
Carl W. Murphy,India,300+,,Cloud,Finance,General Corp
Melissa P. Morgan,UK,300+,,Cybersecurity,Other,Educational Institution
Arjun S. Robinson,USA,300+,,Data Science,Consulting,McKinsey & Company
Lisa F. Bailey,UK,Top 100,,Data Science,Finance,General Corp
Frank K. Hill,India,300+,,AI/ML,Consulting,Accenture
Alice X. Rodriguez,Germany,300+,,AI/ML,Healthcare,Sanofi
Scott N. Howard,Germany,300+,,Core CS,Manufacturing,Samsung
Amy C. Nelson,Canada,300+,,Data Science,Consulting,Oliver Wyman
Tyler V. Cruz,Germany,300+,,Cybersecurity,Healthcare,Mayo Clinic
Rebecca E. Rogers,India,300+,,Core CS,Finance,General Corp
Eric A. Reed,Germany,300+,,Cybersecurity,Consulting,Oliver Wyman
Hans N. Hall,Germany,300+,,Core CS,Other,Local Startup
William Q. Hill,India,100-300,,AI/ML,Finance,General Corp
Tyler N. King,USA,300+,,Data Science,Other,Non-Profit Org
Dorothy N. Cruz,UK,Top 100,,Cybersecurity,Manufacturing,Ford
Kathleen X. Moore,Germany,100-300,,Cybersecurity,Consulting,BCG
Stephanie A. Rogers,UK,300+,,AI/ML,Manufacturing,Caterpillar
Edward R. Foster,UK,300+,,AI/ML,Other,Educational Institution
Donna J. Anderson,Canada,Top 100,,AI/ML,Tech,IBM
Catherine B. Robinson,USA,100-300,,Cloud,Other,Non-Profit Org
Aaron V. Williams,UK,300+,,Data Science,Manufacturing,Siemens
Tyler V. Murphy,Canada,100-300,,Cybersecurity,Finance,General Corp
Alice Z. Carter,India,100-300,,Data Science,Finance,General Corp
Laura Y. White,India,Top 100,,Cybersecurity,Manufacturing,Lockheed Martin
William K. Rodriguez,India,300+,,Data Science,Consulting,Deloitte
Barbara D. Watson,India,100-300,,Core CS,Consulting,EY
Raymond E. Flores,India,100-300,,AI/ML,Finance,General Corp
Kimberly I. Walker,Canada,300+,,Core CS,Finance,General Corp
Mary X. Hill,USA,100-300,,Core CS,Other,Non-Profit Org
Samuel J. Nguyen,USA,100-300,,Data Science,Healthcare,Medtronic
Susan I. Davis,Canada,Top 100,,Core CS,Consulting,BCG
Arjun C. Long,Canada,300+,,Data Science,Healthcare,Johnson & Johnson
Betty N. Green,Germany,100-300,,Cybersecurity,Finance,General Corp
Charles N. Harris,UK,Top 100,,Core CS,Finance,General Corp
John Q. Wood,India,300+,,Cloud,Healthcare,Pfizer
Catherine R. Green,UK,300+,,AI/ML,Consulting,PwC
Mateo E. Thompson,Germany,Top 100,,Core CS,Consulting,Deloitte
William H. Alvarez,USA,100-300,,Core CS,Finance,General Corp
Stephen Q. Thomas,India,Top 100,,Cybersecurity,Tech,Adobe
Jack R. Ortiz,USA,300+,,Data Science,Tech,IBM
Susan I. Foster,Canada,Top 100,,Data Science,Finance,General Corp
Stephen W. Taylor,UK,100-300,,Data Science,Other,Standard Bank
Shirley D. Price,USA,300+,,Data Science,Tech,Meta
Charles Y. Evans,Germany,300+,,AI/ML,Finance,General Corp
Amy W. Perez,USA,100-300,,Cybersecurity,Consulting,Deloitte
Samuel J. Green,India,300+,,AI/ML,Consulting,Accenture
Patrick I. Gray,India,100-300,,Data Science,Other,Local Startup
Brian E. Ramos,UK,100-300,,Data Science,Tech,Salesforce
Li U. Bennett,Canada,100-300,,Data Science,Other,Educational Institution
Carol A. Hill,India,300+,,Cybersecurity,Tech,IBM
Yuki I. Adams,Germany,Top 100,,AI/ML,Consulting,Capgemini
Ryan K. Davis,UK,100-300,,Cybersecurity,Manufacturing,Toyota
Gregory B. Hernandez,India,Top 100,,Data Science,Manufacturing,Caterpillar
Shirley W. Hughes,Germany,300+,,AI/ML,Healthcare,Johnson & Johnson
Christopher X. Cox,USA,300+,,AI/ML,Healthcare,Mayo Clinic
Kimberly H. Cox,Germany,300+,,Data Science,Other,Standard Bank
Elizabeth Y. Ortiz,UK,300+,,Cybersecurity,Tech,Intel
Jennifer K. Sanders,India,100-300,,AI/ML,Other,Non-Profit Org
Sandra P. Patel,Canada,Top 100,,Data Science,Healthcare,Merck
Dennis B. Cruz,Canada,300+,,AI/ML,Manufacturing,Boeing
Susan Q. Lee,Germany,100-300,,Data Science,Finance,General Corp
Diane S. Rodriguez,Germany,100-300,,Cybersecurity,Finance,General Corp
Joseph D. Martin,Germany,Top 100,,Cloud,Manufacturing,Caterpillar
Nancy E. Carter,India,100-300,,Cloud,Finance,General Corp
Sharon Z. Taylor,Canada,300+,,Data Science,Healthcare,Mayo Clinic
Eric S. Nguyen,Canada,100-300,,Cybersecurity,Tech,Meta
Anna D. Myers,UK,300+,,Cybersecurity,Manufacturing,Siemens
Jennifer T. Kim,UK,300+,,Cloud,Consulting,Deloitte
Hans D. Hughes,USA,Top 100,,AI/ML,Consulting,Oliver Wyman
Laura I. Young,India,100-300,,Cybersecurity,Tech,Oracle
Susan P. James,Germany,300+,,Cloud,Finance,General Corp
Shirley B. Lopez,UK,Top 100,,AI/ML,Consulting,Oliver Wyman
Scott G. Ross,USA,300+,,Cybersecurity,Other,Retail Corp
Angela G. White,USA,100-300,,Core CS,Consulting,Deloitte
Deborah A. King,Canada,100-300,,AI/ML,Manufacturing,Lockheed Martin
Frank N. Nguyen,India,Top 100,,Cloud,Finance,General Corp
Richard Q. Brooks,India,300+,,Cybersecurity,Finance,General Corp
Aaron M. Collins,Germany,300+,,Cloud,Tech,Amazon
Kathleen Q. Evans,India,300+,,Cloud,Other,Global Logistics
Arjun J. Evans,Germany,300+,,Core CS,Manufacturing,Honda
Linda F. Watson,India,300+,,Core CS,Tech,Salesforce
Gregory R. Kelly,Canada,100-300,,Cybersecurity,Healthcare,Johnson & Johnson
Diane G. Ruiz,USA,100-300,,AI/ML,Tech,IBM
Ananya M. Mitchell,India,300+,,Cloud,Healthcare,Roche
Patrick S. Brooks,India,300+,,Core CS,Finance,General Corp
Nancy U. Davis,Canada,Top 100,,Cloud,Tech,IBM
Dennis V. Anderson,UK,Top 100,,Cloud,Other,Standard Bank
Anna F. Anderson,Germany,100-300,,Core CS,Manufacturing,Honda
Richard A. Martin,UK,300+,,Data Science,Other,Non-Profit Org
Aaron V. Sanders,USA,300+,,Core CS,Other,Standard Bank
Michelle I. Hernandez,UK,Top 100,,Core CS,Consulting,Capgemini
Margaret B. Phillips,USA,300+,,Cloud,Manufacturing,Siemens
Linda T. Walker,Germany,300+,,AI/ML,Consulting,Accenture
Jacob Q. Mitchell,Canada,Top 100,,Cloud,Consulting,Accenture
Mateo Z. Torres,USA,300+,,Cloud,Tech,Salesforce
Margaret S. Williams,Germany,300+,,Core CS,Manufacturing,General Electric
Ananya G. Phillips,Canada,100-300,,Cloud,Finance,General Corp
Amanda R. Hughes,UK,Top 100,,Cloud,Manufacturing,Siemens
Arjun I. Hughes,UK,300+,,AI/ML,Consulting,KPMG
Jerry S. Howard,USA,Top 100,,Data Science,Finance,General Corp
Yuki G. Ortiz,India,300+,,Data Science,Finance,General Corp
Alice Z. Clark,India,100-300,,Data Science,Healthcare,Roche
Nancy L. Wilson,Canada,100-300,,Data Science,Healthcare,Sanofi
Raymond F. Castillo,UK,100-300,,Cloud,Other,Global Logistics
Anna I. Harris,Germany,Top 100,,Cybersecurity,Healthcare,Johnson & Johnson
Patrick O. Flores,Canada,100-300,,Cybersecurity,Consulting,BCG
Ananya B. Young,USA,100-300,,Cloud,Other,Government Agency
Angela U. Reyes,USA,Top 100,,Cloud,Other,Non-Profit Org
Amy S. Parker,Canada,300+,,Data Science,Other,Global Logistics
James L. Morris,Germany,300+,,Cloud,Other,Local Startup
Laura X. Bennett,UK,300+,,Core CS,Healthcare,Johnson & Johnson
Sofia E. Gomez,UK,300+,,AI/ML,Finance,General Corp
Kevin Y. Cooper,Germany,100-300,,AI/ML,Other,Government Agency
Elizabeth M. Murphy,UK,300+,,Core CS,Tech,Oracle
Hiroshi W. Sanchez,India,300+,,AI/ML,Manufacturing,General Electric
William G. Parker,India,100-300,,Cybersecurity,Other,Non-Profit Org
Daniel Z. White,Germany,100-300,,Data Science,Healthcare,Johnson & Johnson
Brandon Q. Martinez,India,100-300,,Cybersecurity,Manufacturing,Siemens
Wei B. Jimenez,Canada,100-300,,Cybersecurity,Other,Retail Corp
Scott U. Cox,UK,100-300,,Core CS,Consulting,Oliver Wyman
Mateo Z. Phillips,Canada,300+,,Core CS,Other,Retail Corp
Margaret G. Howard,Germany,100-300,,Data Science,Other,Standard Bank
Lisa O. Taylor,India,100-300,,Core CS,Finance,General Corp
Michael R. Howard,Canada,300+,,AI/ML,Consulting,Deloitte
Samuel U. Smith,Canada,300+,,AI/ML,Other,Educational Institution
Sharon C. Thompson,USA,Top 100,,AI/ML,Other,Standard Bank
Amy U. Gutierrez,Canada,100-300,,AI/ML,Tech,NVIDIA
Anthony Y. Evans,India,100-300,,Core CS,Other,Government Agency
Stephanie R. Hernandez,UK,300+,,Cybersecurity,Consulting,EY
Elizabeth F. Collins,UK,Top 100,,AI/ML,Healthcare,Sanofi
Lisa C. Rodriguez,UK,100-300,,Data Science,Finance,General Corp
Alexander E. Ortiz,India,100-300,,Cloud,Tech,Apple
Sandra L. Thompson,UK,Top 100,,Cybersecurity,Healthcare,Merck
John D. Allen,UK,100-300,,AI/ML,Manufacturing,BMW
Anna R. Parker,Germany,300+,,Core CS,Manufacturing,General Electric
Laura G. Young,Germany,100-300,,Cybersecurity,Healthcare,AstraZeneca
Cynthia F. Gonzalez,USA,300+,,AI/ML,Healthcare,Roche
Jeffrey U. Campbell,USA,100-300,,Core CS,Manufacturing,Toyota
Yuki B. Taylor,Canada,100-300,,Data Science,Tech,Adobe
Mateo G. Sanchez,Canada,100-300,,Data Science,Other,Government Agency
Catherine F. Price,Canada,Top 100,,Cloud,Finance,General Corp
Ryan D. Ramos,USA,100-300,,Cloud,Manufacturing,Boeing
Li J. Sanders,UK,300+,,Cloud,Manufacturing,Siemens
Jacob B. Wilson,Canada,300+,,AI/ML,Finance,General Corp
Li W. Hernandez,UK,100-300,,Data Science,Other,Local Startup
Sharon N. Miller,UK,100-300,,AI/ML,Finance,General Corp
Melissa R. Diaz,USA,Top 100,,AI/ML,Healthcare,Johnson & Johnson
Nicholas G. Watson,Germany,Top 100,,Data Science,Consulting,Accenture
Diane T. Ortiz,Germany,300+,,Data Science,Other,Global Logistics
Ananya N. Flores,India,300+,,Cloud,Other,Educational Institution
James T. Wilson,Germany,Top 100,,Cybersecurity,Finance,General Corp
Gregory C. Peterson,Canada,300+,,Core CS,Finance,General Corp
Kevin N. Sanchez,USA,Top 100,,Cloud,Consulting,Accenture
Samuel Q. Baker,UK,300+,,Data Science,Consulting,KPMG
Matthew F. Hall,USA,300+,,Cloud,Consulting,McKinsey & Company
Barbara P. Carter,India,Top 100,,Core CS,Healthcare,Pfizer
Donna D. Hall,India,Top 100,,Cloud,Tech,Microsoft
Elizabeth Y. Rodriguez,India,300+,,AI/ML,Manufacturing,Siemens
Larry W. Cruz,UK,100-300,,Cybersecurity,Manufacturing,General Electric
Ashley X. Young,India,100-300,,Data Science,Tech,Microsoft
Tyler F. Rodriguez,India,100-300,,Data Science,Tech,Oracle
Kimberly B. Bennett,India,300+,,Cloud,Consulting,EY
Michelle H. Alvarez,UK,100-300,,Cloud,Consulting,EY
Nicholas Z. Allen,India,100-300,,Data Science,Other,Government Agency
Julie A. Perez,Canada,300+,,Data Science,Consulting,Bain & Company
Mateo C. Gomez,USA,300+,,Data Science,Healthcare,Medtronic
Jason N. Kelly,India,100-300,,Cybersecurity,Tech,IBM
Tyler C. Edwards,India,Top 100,,Cybersecurity,Tech,Salesforce
Sarah N. Johnson,USA,300+,,Core CS,Healthcare,AstraZeneca
Samuel V. Allen,India,Top 100,,Core CS,Tech,Meta
Mark G. Edwards,India,300+,,Cloud,Other,Standard Bank
David A. Baker,Canada,300+,,AI/ML,Consulting,BCG
Dorothy N. Green,Germany,100-300,,Core CS,Consulting,Oliver Wyman
Christopher E. Anderson,UK,300+,,Cybersecurity,Other,Educational Institution
Timothy C. Wood,UK,100-300,,Cybersecurity,Consulting,Oliver Wyman
Mark F. Scott,USA,Top 100,,Cloud,Consulting,BCG
Brian O. Ramos,Canada,300+,,Cybersecurity,Other,Educational Institution
Gregory R. Jimenez,UK,100-300,,Data Science,Consulting,McKinsey & Company
Gregory W. Parker,USA,100-300,,AI/ML,Finance,General Corp
Justin N. Lee,USA,Top 100,,AI/ML,Consulting,Deloitte
Sofia Y. Lee,USA,300+,,AI/ML,Finance,General Corp
Karen O. Patel,UK,300+,,Cloud,Other,Local Startup
Yuki L. Wilson,Germany,Top 100,,Cloud,Healthcare,Merck
Kimberly Y. Anderson,USA,100-300,,Data Science,Healthcare,Novartis
Laura R. Ruiz,India,Top 100,,Data Science,Finance,General Corp
Justin F. Richardson,Germany,300+,,Cybersecurity,Other,Government Agency
Frank S. Phillips,Germany,100-300,,Cybersecurity,Tech,Apple
Catherine Y. Johnson,India,300+,,Cybersecurity,Consulting,Deloitte
John Z. Turner,UK,100-300,,Cloud,Manufacturing,Samsung
Kathleen S. Robinson,UK,100-300,,Cybersecurity,Other,Retail Corp
James X. Cruz,Canada,Top 100,,Core CS,Tech,Intel
Larry O. Lewis,UK,Top 100,,Cloud,Tech,Google
Greta Q. Myers,Canada,Top 100,,AI/ML,Manufacturing,General Electric
Nicholas R. Lee,USA,Top 100,,Cybersecurity,Manufacturing,BMW
Dennis T. Miller,UK,100-300,,AI/ML,Consulting,Accenture
Sofia A. Miller,UK,Top 100,,Cloud,Other,Standard Bank
Christopher A. Lewis,India,300+,,Core CS,Finance,General Corp
Stephen D. Martin,USA,100-300,,AI/ML,Other,Government Agency
Rebecca L. Gomez,Canada,300+,,Cloud,Consulting,Oliver Wyman
Linda Y. Peterson,USA,Top 100,,AI/ML,Consulting,McKinsey & Company
Hiroshi V. Green,Germany,100-300,,Cloud,Consulting,Deloitte
Cynthia C. Nguyen,India,300+,,Core CS,Other,Non-Profit Org
Gregory J. Lee,Germany,300+,,Data Science,Consulting,BCG
Justin C. Nelson,Canada,Top 100,,Data Science,Tech,Microsoft
Samuel B. Rogers,UK,300+,,Cybersecurity,Tech,Apple
Kevin S. Murphy,UK,300+,,Cybersecurity,Finance,General Corp
Jennifer M. Morales,UK,100-300,,AI/ML,Manufacturing,Honda
Justin T. Young,Canada,100-300,,Cybersecurity,Healthcare,Merck
Robert I. Hughes,Germany,Top 100,,Cloud,Finance,General Corp
Charles P. Murphy,Canada,100-300,,Cybersecurity,Other,Educational Institution
Melissa M. Patel,Canada,100-300,,Cybersecurity,Other,Government Agency
Rebecca W. Sanders,Germany,Top 100,,Cybersecurity,Consulting,EY
Dorothy B. Kelly,UK,300+,,Data Science,Consulting,Accenture
Sarah P. Johnson,India,100-300,,Cloud,Tech,Tesla
Karen D. Rogers,Canada,300+,,Cloud,Finance,General Corp
Nicole J. Watson,Canada,Top 100,,Core CS,Manufacturing,General Electric
Li S. Torres,Germany,100-300,,Data Science,Other,Standard Bank
Daniel S. Foster,India,100-300,,Cloud,Healthcare,Mayo Clinic
William J. Morris,Canada,300+,,Data Science,Finance,General Corp
Laura D. James,USA,100-300,,Cloud,Manufacturing,General Electric
James M. Smith,India,Top 100,,Data Science,Consulting,BCG
Jonathan K. Ramirez,Canada,100-300,,Cloud,Other,Global Logistics
Hiroshi Q. Taylor,India,300+,,Data Science,Healthcare,UnitedHealth Group
Elizabeth I. Morgan,USA,100-300,,AI/ML,Healthcare,Johnson & Johnson
Michelle M. Miller,USA,Top 100,,Core CS,Manufacturing,Ford
Joseph G. Jones,India,Top 100,,AI/ML,Other,Non-Profit Org
Charles W. White,UK,100-300,,AI/ML,Other,Standard Bank
Angela S. Nelson,India,300+,,Data Science,Finance,General Corp
Carol Z. Taylor,Germany,100-300,,Data Science,Finance,General Corp
Laura P. Miller,UK,300+,,Data Science,Finance,General Corp
Betty Z. Robinson,USA,300+,,Data Science,Healthcare,AstraZeneca
Aaron R. White,UK,100-300,,Core CS,Manufacturing,Siemens
Kevin W. Alvarez,USA,100-300,,Core CS,Tech,Amazon
Hiroshi V. Garcia,USA,100-300,,Data Science,Healthcare,Novartis
Karen O. Cruz,USA,100-300,,Core CS,Other,Local Startup
Amy T. Flores,Germany,300+,,Cybersecurity,Healthcare,Sanofi
Sofia N. Turner,Germany,100-300,,Cloud,Finance,General Corp
Pamela K. Torres,Canada,100-300,,Cloud,Tech,Adobe
Karen H. Ortiz,Germany,Top 100,,AI/ML,Other,Government Agency
Greta C. Lopez,USA,100-300,,Cloud,Tech,NVIDIA
Elizabeth A. Mitchell,India,Top 100,,Data Science,Consulting,Capgemini
Richard F. Carter,UK,Top 100,,Cloud,Tech,Google
Arjun U. Kelly,India,300+,,Cloud,Finance,General Corp
Eric H. Adams,USA,Top 100,,Core CS,Consulting,EY
Mark V. Baker,India,Top 100,,Cybersecurity,Tech,Meta
Thomas T. Phillips,UK,Top 100,,Core CS,Manufacturing,Caterpillar
Samuel B. Cox,Canada,Top 100,,Data Science,Consulting,KPMG
Raymond G. Bennett,Canada,300+,,Core CS,Consulting,Deloitte
Mark T. Hernandez,Germany,Top 100,,Data Science,Other,Non-Profit Org
Linda B. Richardson,India,300+,,Cybersecurity,Other,Local Startup
Amanda X. Gonzalez,Germany,100-300,,AI/ML,Finance,General Corp
Angela F. Lewis,Germany,100-300,,AI/ML,Tech,NVIDIA
Cynthia V. Gomez,India,300+,,Cybersecurity,Tech,IBM
Linda F. Foster,India,300+,,Cloud,Healthcare,Mayo Clinic
Betty S. Mendoza,UK,100-300,,Cybersecurity,Finance,General Corp
Greta Z. Green,India,Top 100,,Data Science,Tech,Adobe
Jeffrey O. Ross,India,300+,,Core CS,Manufacturing,Samsung
Dorothy L. Thomas,Germany,Top 100,,Cybersecurity,Healthcare,Medtronic
Jacob A. Stewart,Canada,100-300,,Core CS,Other,Government Agency
Kevin W. Phillips,USA,100-300,,Data Science,Manufacturing,Caterpillar
Ronald R. Moore,Canada,Top 100,,Cloud,Consulting,Oliver Wyman
Anna S. James,India,300+,,Data Science,Other,Standard Bank
Dorothy J. Ortiz,USA,100-300,,Core CS,Other,Retail Corp
Lisa J. Hill,India,100-300,,Core CS,Finance,General Corp
Jeffrey J. Hall,UK,300+,,Cybersecurity,Other,Retail Corp
Justin L. Brooks,India,100-300,,Core CS,Manufacturing,Honda
Ananya A. Ramirez,USA,100-300,,Cloud,Finance,General Corp
Dorothy F. Smith,UK,Top 100,,Data Science,Consulting,McKinsey & Company
Anthony B. James,USA,300+,,Core CS,Consulting,Capgemini
Lisa T. Green,UK,300+,,Cybersecurity,Healthcare,AstraZeneca
Donna Y. Rogers,Germany,Top 100,,Cloud,Manufacturing,Boeing
Frank Q. Brooks,USA,100-300,,AI/ML,Consulting,EY
Stephanie P. Stewart,Germany,300+,,Data Science,Other,Standard Bank
Jonathan K. Morris,Germany,300+,,Cloud,Manufacturing,Samsung
Angela U. Alvarez,India,100-300,,Data Science,Finance,General Corp
Jessica W. Thompson,Canada,300+,,AI/ML,Healthcare,Johnson & Johnson
Brandon Y. Martin,UK,300+,,Data Science,Consulting,Capgemini
